validated	event	event_label	time	line_id	landmark_label	landmark_type	relatum_label	relatum_type	relation_type	change_type	change_on	attribute_type	outdates	makes_effective
ø	511	rue des rondonneaux || Historique || Elle est indiquée sur le plan cadastral de 1812	1812	13305_historique_2	Rue des Rondonneaux	thoroughfare								
X	512	rue des rondonneaux || Numérotation || Arrêté du 30 janvier 1877	1877-01-30	13305_numérotation	Rue des Rondonneaux	thoroughfare				numerotation	landmark			
X	513	rue ronsard || Dénomination || Décret du 10 février 1875	1875-02-10	13306_dénomination	Rue Ronsard	thoroughfare				attribute_version_transition	attribute	name		rue Ronsard
X	514	rue ronsard || Ouverture || Décret du 11 août 1867 (UP)	1867-08-11	13306_ouverture	Rue Ronsard	thoroughfare				attribute_version_transition	attribute	geometry		
A	515	square rosny aîné || Dénomination || Arrêté du 21 mai 1956	1956-05-21	13317_dénomination	Square Rosny Aîné	thoroughfare				attribute_version_transition	attribute	name		square Rosny Aîné
	516	square rosny aîné || Historique || Ouvert par la SGIM, preneur à bail		13317_historique	Square Rosny Aîné	thoroughfare								
X	517	square rosny aîné || Ouverture || Ouvert en 1956	1956	13317_ouverture	Square Rosny Aîné	thoroughfare				attribute_version_transition	attribute	geometry		
A	518	place de la rotonde || Dénomination || Arrêté municipal du 26 août 1985	1985-08-26	13320_dénomination	Place de la Rotonde	thoroughfare				attribute_version_transition	attribute	name		place de la Rotonde
X	519	place de la rotonde || Historique || Place créée lors de l'aménagement du secteur ouest des Halles		13320_historique	Place de la Rotonde	thoroughfare				appearance	landmark			
A	520	place de roubaix || Dénomination || Arrêté municipal du 9 janvier 1987	1987-01-09	13323_dénomination	Place de Roubaix	thoroughfare				attribute_version_transition	attribute	name		place de Roubaix
X	521	rue rouelle || Classement || Décret du 23 mai 1863, dans la voirie parisienne	1863-05-23	13325_classement_1	Rue Rouelle	thoroughfare				classement	landmark			
X	522	rue rouelle || Classement || Précédemment, voie de l'ancienne commune de Grenelle		13325_classement_2	Rue Rouelle	thoroughfare	Grenelle	municipality	within	classement	landmark			
X	523	rue rouelle || Dénomination || Décret du 24 août 1864	1864-08-24	13325_dénomination	Rue Rouelle	thoroughfare				attribute_version_transition	attribute	name		rue Rouelle
A	524	rue rouelle || Historique || Précédemment, rue de l'Entrepôt		13325_historique_1	Rue Rouelle	thoroughfare				attribute_version_transition	attribute	name	rue de l'Entrepôt	rue Rouvet
A	524	rue rouelle || Historique || Précédemment, rue de l'Entrepôt		13325_historique_1	Rue de l'Entrepôt	thoroughfare				attribute_version_transition	attribute	name	rue de l'Entrepôt	rue Rouvet
X	525	rue rouelle || Historique || La partie de la voie située entre le quai de Grenelle, 47 et la rue Emeriau, 26 a été nommée place de Brazzaville		13325_historique_2	Rue Rouelle	thoroughfare				attribute_version_transition	attribute	name		place de Brazzaville
X	526	rue rouelle || Ouverture || Arrêté du 10 janvier 1972, parties A et B	1972-01-10	13325_ouverture	Rue Rouelle	thoroughfare				attribute_version_transition	attribute	geometry		
X	527	rue rouvet || Classement || Décret du 23 mai 1863, dans la voirie parisienne	1863-05-23	13334_classement_1	Rue Rouvet	thoroughfare				classement	landmark			
X	528	rue rouvet || Classement || Précédemment, voie de l'ancienne commune de la Villette		13334_classement_2	Rue Rouvet	thoroughfare	La Villette	municipality	within	classement	landmark			
X	529	rue rouvet || Dénomination || Décret du 24 août 1864	1864-08-24	13334_dénomination	Rue Rouvet	thoroughfare				attribute_version_transition	attribute	name		rue Rouvet
A	530	rue rouvet || Historique || Précédemment, rue de Calais		13334_historique_1	Rue de Calais	thoroughfare				attribute_version_transition	attribute	name	rue de Calais	rue Goethe
A	530	rue rouvet || Historique || Précédemment, rue de Calais		13334_historique_1	Rue Rouvet	thoroughfare				attribute_version_transition	attribute	name	rue de Calais	rue Goethe
ø	531	rue rouvet || Historique || Elle est indiquée sur le plan cadastral de 1812	1812	13334_historique_2	Rue Rouvet	thoroughfare								
A	532	place de rungis || Dénomination || Arrêté du 30 août 1884	1884-08-30	13349_dénomination	Place de Rungis	thoroughfare				attribute_version_transition	attribute	name		place de Rungis
X	533	place de rungis || Historique || Précédemment place Barrault		13349_historique	Place de Rungis	thoroughfare				attribute_version_transition	attribute	name	place Barrault	place de Rungis
X	534	place de rungis || Numérotation || Arrêté du 26 août 1976	1976-08-26	13349_numérotation	Place de Rungis	thoroughfare				numerotation	landmark			
A	535	place rutebeuf || Dénomination || Arrêté municipal du 21 décembre 1988	1988-12-21	13351_dénomination	Place Rutebeuf	thoroughfare				attribute_version_transition	attribute	name		place Rutebeuf
X	536	place rutebeuf || Historique || Elle avait été provisoirement dénommée AZ/12 lors de l'aménagement de la ZAC Chalon		13351_historique	Place Rutebeuf	thoroughfare				attribute_version_transition	attribute	name	voie AZ/12	place Rutebeuf
	537	rue des saussaies || Historique || Elle existait au commencement du XVIIe siècle, sous le nom de rue des Carrières		13392_historique_1	Rue des Saussaies	thoroughfare								
X	538	rue des saussaies || Historique || Elle a aussi été appelée ruelle Baudet, rue de la Couldraie et chemin de la Saussaie		13392_historique_2	Rue des Saussaies	thoroughfare				attribute_version_transition	attribute	name	ruelle Baudet	
X	539	rue sédillot || Classement || Décret du 3 novembre 1897	1897-11-03	13418_classement	Rue Sédillot	thoroughfare				classement	landmark			
X	540	rue sédillot || Dénomination || Arrêté du 10 juin 1897	1897-06-10	13418_dénomination	Rue Sédillot	thoroughfare				attribute_version_transition	attribute	name		rue Sédillot
	541	rue sédillot || Historique || Ouverte sur l'emplacement de l'hôpital du Gros Caillou		13418_historique	Rue Sédillot	thoroughfare								
X	542	rue sédillot || Numérotation || Arrêté du 23 mars 1898	1898-03-23	13418_numérotation	Rue Sédillot	thoroughfare				numerotation	landmark			
X	543	rue sédillot || Ouverture || Ouverte en 1896	1896	13418_ouverture	Rue Sédillot	thoroughfare				attribute_version_transition	attribute	geometry		
X	544	rue de senlis || Classement || Arrêté du 11 octobre 1932	1932-10-11	13427_classement	Rue de Senlis	thoroughfare				classement	landmark			
A	545	rue de senlis || Dénomination || Arrêté du 29 janvier 1932	1932-01-29	13427_dénomination	Rue de Senlis	thoroughfare				attribute_version_transition	attribute	name		rue de Senlis
	546	rue de senlis || Historique || Ouverte par la Ville de Paris sur l'emplacement du bastion 47		13427_historique	Rue de Senlis	thoroughfare								
X	547	rue du sergent hoff || Classement || Décret du 2 décembre 1909	1909-12-02	13433_classement	Rue du Sergent Hoff	thoroughfare				classement	landmark			
A	548	rue du sergent hoff || Dénomination || Arrêté du 28 octobre 1910	1910-10-28	13433_dénomination	Rue du Sergent Hoff	thoroughfare				attribute_version_transition	attribute	name		rue du Sergent Hoff
X	549	rue du sergent hoff || Ouverture || Ouverte en 1901	1901	13433_ouverture	Rue du Sergent Hoff	thoroughfare				attribute_version_transition	attribute	geometry		
X	550	rue serret || Classement || Arrêté du 18 mars 1931	1931-03-18	13437_classement	Rue Serret	thoroughfare				classement	landmark			
X	551	rue serret || Historique || Le nom de Henri Bocquillon a été attribué par arrêté préfectoral du 15 mars 1957 à la partie prolongeant la attribute_version_transition        attribute        name jusqu'à la rue de la Convention	1957-03-15	13437_historique	Rue Henri Bocquillon	thoroughfare				attribute_version_transition	attribute	name		rue Henri Bocquillon
X	552	rue serret || Ouverture || Ouverte en 1902	1902	13437_ouverture	Rue Serret	thoroughfare				attribute_version_transition	attribute	geometry		
X	553	rue singer || Classement || Décret du 23 mai 1863, dans la voirie parisienne	1863-05-23	13464_classement_1	Rue Singer	thoroughfare				classement	landmark			
X	554	rue singer || Classement || Précédemment voie de l'ancienne commune de Passy		13464_classement_2	Rue Singer	thoroughfare				classement	landmark			
X	555	rue soufflot || Historique || La partie A fut dénommée rue Soufflot en 1807	1807	13493_historique_1	Rue Soufflot	thoroughfare				attribute_version_transition	attribute	name		rue Soufflot
ø	556	rue soufflot || Historique || elle est appelée rue du Panthéon Français sur le plan de Verniquet		13493_historique_2	Rue Soufflot	thoroughfare								
	557	rue soufflot || Historique || L'ouverture du tronçon B, avait déjà été prévue par une décision ministérielle du 24 frimaire an XIII (larg : 12 m)		13493_historique_3	Rue Soufflot	thoroughfare								
	558	rue soufflot || Historique || Le décret d'alignements du 30 juillet 1859 a reçu sa complète exécution en 1876	1859-07-30	13493_historique_4	Rue Soufflot	thoroughfare								
X	559	rue soufflot || Numérotation || Arrêté du 15 décembre 1877	1877-12-15	13493_numérotation	Rue Soufflot	thoroughfare				numerotation	landmark			
X	560	rue soufflot || Ouverture || Ouverture en 1846, partie B (Ordonnance du 9 août 1826 [larg : 14 m] et ordonnance du 13 mars 1845 [UP])	1826-08-09	13493_ouverture_1	Rue Soufflot	thoroughfare				attribute_version_transition	attribute	geometry		
X	561	rue soufflot || Ouverture || La partie A a été créée vers 1760	1760	13493_ouverture_2	Rue Soufflot	thoroughfare				attribute_version_transition	attribute	geometry		
X	562	passage saint-bernard || Classement || Arrêté municipal du 20 mai 1994 entre les rues de Candie et Charles Delescluze	1994-05-20	13558_classement_1	Passage Saint-Bernard	thoroughfare				classement	landmark			
X	563	passage saint-bernard || Classement || Arrêté municipal du 7 août 1995, entre les rues du Faubourg Saint-Antoine et de Candie	1995-08-07	13558_classement_2	Passage Saint-Bernard	thoroughfare				classement	landmark			
X	564	passage saint-bernard || Historique || L'ouverture de la rue Charles Delescluze en 1930 a absorbé la partie du passage Saint-Bernard qui formait retour d'équerre sur la rue Saint-Bernard	1930	13558_historique	Passage Saint-Bernard	thoroughfare				attribute_version_transition	attribute	geometry		
X	564	passage saint-bernard || Historique || L'ouverture de la rue Charles Delescluze en 1930 a absorbé la partie du passage Saint-Bernard qui formait retour d'équerre sur la rue Saint-Bernard	1930	13558_historique	Rue Charles Delescluze	thoroughfare				attribute_version_transition	attribute	geometry		
X	565	passage saint-bernard || Ouverture || Ouverte en 1854	1854	13558_ouverture	Passage Saint-Bernard	thoroughfare				attribute_version_transition	attribute	geometry		
A	566	rue saint-claude || Dénomination || Arrêté du 9 mai 1881	1881-05-09	13573_dénomination	Rue Saint-Claude	thoroughfare				attribute_version_transition	attribute	name		rue Saint-Claude
X	567	rue saint-claude || Historique || Précédemment rue Saint-Claude au Marais		13573_historique_1	Rue Saint-Claude	thoroughfare				attribute_version_transition	attribute	name	rue Saint-Claude au Marais	rue Saint-Claude
	568	rue saint-claude || Historique || Ouverte sur le clos Margot		13573_historique_2	Rue Saint-Claude	thoroughfare								
X	569	rue saint-claude || Ouverture || Ouverte en 1640	1640	13573_ouverture	Rue Saint-Claude	thoroughfare				attribute_version_transition	attribute	geometry		
A	570	rue saint-hyacinthe || Dénomination || Arrêté du 3 mars 1881	1881-03-03	13608_dénomination	Rue Saint-Hyacinthe	thoroughfare				attribute_version_transition	attribute	name		rue Saint-Hyacinthe
A	571	rue saint-hyacinthe || Historique || Précédemment, rue Saint-Hyacinthe-Saint-Honoré		13608_historique_1	Rue Saint-Hyacinthe-Saint-Honoré	thoroughfare				attribute_version_transition	attribute	name	rue Saint-Hyacinthe-Saint-Honoré	rue Rémy de Gourmont
A	571	rue saint-hyacinthe || Historique || Précédemment, rue Saint-Hyacinthe-Saint-Honoré		13608_historique_1	Rue Saint-Hyacinthe	thoroughfare				attribute_version_transition	attribute	name	rue Saint-Hyacinthe-Saint-Honoré	rue Rémy de Gourmont
	572	rue saint-hyacinthe || Historique || Créée vers 1650, cette voie est restée à l'état d'impasse jusqu'en 1807 sous les noms de cul-de-sac des Jacobins, puis de cul-de-sac Saint-Hyacinthe	1650	13608_historique_2	Rue Saint-Hyacinthe	thoroughfare								
X	573	rue saint-hyacinthe || Ouverture || Voie créée vers 1650	1650	13608_ouverture	Rue Saint-Hyacinthe	thoroughfare				attribute_version_transition	attribute	geometry		
X	574	impasse saint-pierre || Classement || Arrêté municipal du 2 juillet 1993	1993-07-02	13663_classement	Impasse Saint-Pierre	thoroughfare				classement	landmark			
X	575	rue sainte-isaure || Classement || Arrêté du 22 juillet 1869	1869-07-22	13716_classement	Rue Sainte-Isaure	thoroughfare				classement	landmark			
A	576	rue sainte-isaure || Dénomination || Arrêté du 26 février 1867	1867-02-26	13716_dénomination	Rue Sainte-Isaure	thoroughfare				attribute_version_transition	attribute	name		rue Sainte-Isaure
X	577	rue sainte-isaure || Numérotation || Arrêté du 7 mars 1874	1874-03-07	13716_numérotation	Rue Sainte-Isaure	thoroughfare				numerotation	landmark			
X	578	impasse sainte-monique || Classement || Arrêté municipal du 9 janvier 1995	1995-01-09	13724_classement	Impasse Sainte-Monique	thoroughfare				classement	landmark			
X	579	impasse sainte-monique || Dénomination || Arrêté du 1er février 1877	1877-02	13724_dénomination	Impasse Sainte-Monique	thoroughfare				attribute_version_transition	attribute	name		impasse Sainte-Monique
	580	impasse sainte-monique || Historique || Précédemment avenue et impasse Saint-Augustin		13724_historique_1	Impasse Sainte-Monique	thoroughfare								
	581	impasse sainte-monique || Historique || La partie située rue des Tennis, 20 a été supprimée		13724_historique_2	Impasse Sainte-Monique	thoroughfare								
X	582	place des ternes || Classement || Décret du 23 mai 1863, dans la voirie parisienne	1863-05-23	13763_classement_1	Place des Ternes	thoroughfare				classement	landmark			
X	583	place des ternes || Classement || Précédemment voie de la commune de Neuilly		13763_classement_2	Place des Ternes	thoroughfare	Neuilly	municipality	within	classement	landmark			
A	584	place des ternes || Dénomination || Arrêté du 26 décembre 1893	1893-12-26	13763_dénomination	Place des Ternes	thoroughfare				attribute_version_transition	attribute	name		place des Ternes
X	585	place des ternes || Historique || Précédemment partie de l'avenue de Wagram		13763_historique_1	Avenue de Wagram	thoroughfare				attribute_version_transition	attribute	geometry		
	586	place des ternes || Historique || Avant 1864 : 1° A l'extérieur de l'ancien mur d'octroi, partie du boulevard de Courcelles	1864	13763_historique_2	Place des Ternes	thoroughfare								
	587	place des ternes || Historique || 2° A l'intérieur de l'ancien mur d'octroi, partie du chemin de ronde de Courcelles		13763_historique_3	Place des Ternes	thoroughfare								
X	588	place des ternes || Numérotation || Arrêté du 28 avril 1893	1893-04-28	13763_numérotation	Place des Ternes	thoroughfare				numerotation	landmark			
A	589	place des ternes || Ouverture || Ordonnance du Bureau des Finances du 16 janvier 1789	1789-01-16	13763_ouverture	Place des Ternes	thoroughfare				attribute_version_transition	attribute	geometry		
X	590	rue thomire || Classement || Arrêté du 11 octobre 1932	1932-10-11	13807_classement	Rue Thomire	thoroughfare				classement	landmark			
A	591	rue thomire || Dénomination || Arrêté du 7 décembre 1933	1933-12-07	13807_dénomination	Rue Thomire	thoroughfare				attribute_version_transition	attribute	name		rue Thomire
	592	rue thomire || Historique || Ouverte par la Ville de Paris sur l'emplacement du bastion 85		13807_historique	Rue Thomire	thoroughfare								
X	593	rue thomire || Numérotation || Arrêté du 15 février 1934	1934-02-15	13807_numérotation	Rue Thomire	thoroughfare				numerotation	landmark			
X	594	rue thomire || Ouverture || Ouverte en 1933	1933	13807_ouverture	Rue Thomire	thoroughfare				attribute_version_transition	attribute	geometry		
X	595	rue de tilsitt || Dénomination || Décret du 2 mars 1864	1864-03-02	13819_dénomination	Rue de Tilsitt	thoroughfare				attribute_version_transition	attribute	name		rue de Tilsitt
X	596	rue de tilsitt || Numérotation || Arrêté du 3 octobre 1878	1878-10-03	13819_numérotation	Rue de Tilsitt	thoroughfare				numerotation	landmark			
X	597	rue de tilsitt || Ouverture || Décret du 13 août 1854	1854-08-13	13819_ouverture	Rue de Tilsitt	thoroughfare				attribute_version_transition	attribute	geometry		
X	598	pont de la tournelle || Classement || Arrêté ministériel du 22 juillet 1988, dans la voirie parisienne (ponts)	1988-07-22	13855_classement	Pont de la Tournelle	thoroughfare				classement	landmark			
	599	pont de la tournelle || Historique || Ce pont, construit de 1614 à 1654, a été restauré et élargi en 1846-1847	1614	13855_historique	Pont de la Tournelle	thoroughfare								
	600	pont de la tournelle || Ouverture || Reconstruit de 1923 à 1928	1923	13855_ouverture	Pont de la Tournelle	thoroughfare				attribute_version_transition	attribute	geometry		
X	601	rue de trévise || Ouverture || Ordonnance du 11 août 1844, partie A	1844-08-11	13876_ouverture_1	Rue de Trévise	thoroughfare				attribute_version_transition	attribute	geometry		
X	602	rue de trévise || Ouverture || Arrêté du 7 août 1939, raccordement circulaire avec la rue de la Boule Rouge	1939-08-07	13876_ouverture_2	Rue de Trévise	thoroughfare				attribute_version_transition	attribute	geometry		
X	603	rue de trévise || Ouverture || cet arrêté rapporte les alignements approuvés par l'ordonnance du 11 août 1844, au droit des nos 15 (partie) à 21	1844-08-11	13876_ouverture_3	Rue de Trévise	thoroughfare				attribute_version_transition	attribute	geometry		
X	604	rue de trévise || Ouverture || Cette ordonnance limitait à l5 m la hauteur maxima des maisons riveraines		13876_ouverture_4	Rue de Trévise	thoroughfare				attribute_version_transition	attribute	geometry		
ø	605	rue de trévise || Ouverture || une autre ordonnance royale du 3 octobre 1845 avait disposé que les façades de ces maisons pourraient s'élever à une hauteur de 17,55 m	1845-10-03	13876_ouverture_5	Rue de Trévise	thoroughfare				attribute_version_transition	attribute	geometry		
X	606	rue de trévise || Ouverture || Ord du 14 décembre 1836, entre les rues Richer et Bleue (B)	1836-12-14	13876_ouverture_6	Rue de Trévise	thoroughfare				attribute_version_transition	attribute	geometry		
X	607	rue de trévise || Ouverture || Cette ordonnance fixait à 16,50 m la hauteur maxima des maisons riveraines		13876_ouverture_7	Rue de Trévise	thoroughfare				attribute_version_transition	attribute	geometry		
X	608	rue de trévise || Ouverture || Décret du 27 août 1859 (UP), entre les rues Bleue et La Fayette (C)	1859-08-27	13876_ouverture_8	Rue de Trévise	thoroughfare				attribute_version_transition	attribute	geometry		
	609	rue des trois portes || Historique || Tracée en 1202, sur le clos Mauvoisin	1202	13889_historique_1	Rue des Trois Portes	thoroughfare								
ø	610	rue des trois portes || Historique || En 1380, c'était la ruelle Augustin ou Augustine ou la ruelle des Trois Portes	1380	13889_historique_2	Rue des Trois Portes	thoroughfare								
	611	rue des trois portes || Historique || elle s'étendait alors jusqu'à la rue du Fouarre		13889_historique_3	Rue des Trois Portes	thoroughfare								
X	612	rue des trois portes || Numérotation || Arrêté du 14 novembre 1890, côté impair	1890-11-14	13889_numérotation	Rue des Trois Portes	thoroughfare				numerotation	landmark			
	613	avenue du trône || Historique || Tracée sur le plan de Delagrive (1728)	1728	13894_historique_1	Avenue du Trône	thoroughfare								
X	614	avenue du trône || Historique || Elle a porté le nom d'avenue Santerre pendant la Révolution		13894_historique_2	Avenue du Trône	thoroughfare				attribute_version_transition	attribute	name	avenue du Trône	avenue Santerre
X	615	rue valentin haüy || Classement || Décret du 23 janvier 1903	1903-01-23	13930_classement	Rue Valentin Haüy	thoroughfare				classement	landmark			
A	616	rue valentin haüy || Dénomination || Arrêté du 7 décembre 1900	1900-12-07	13930_dénomination	Rue Valentin Haüy	thoroughfare				attribute_version_transition	attribute	name		rue Valentin Haüy
	617	rue valentin haüy || Historique || Ouverte sur l'emplacement de l'abattoir de Grenelle		13930_historique_1	Rue Valentin Haüy	thoroughfare								
	618	rue valentin haüy || Historique || avant son ouverture, un arrêté du 26 décembre 1893 lui avait déjà attribué le nom de Valentin Haüy	1893-12-26	13930_historique_2	Rue Valentin Haüy	thoroughfare								
X	619	rue valentin haüy || Numérotation || Arrêté du 23 septembre 1902	1902-09-23	13930_numérotation	Rue Valentin Haüy	thoroughfare				numerotation	landmark			
X	620	rue valentin haüy || Ouverture || Ouverte en 1900	1900	13930_ouverture	Rue Valentin Haüy	thoroughfare				attribute_version_transition	attribute	geometry		
X	621	rue verniquet || Classement || Décret du 23 février 1898	1898-02-23	14006_classement	Rue Verniquet	thoroughfare				classement	landmark			
X	622	rue verniquet || Dénomination || Décret du 10 février 1875	1875-02-10	14006_dénomination_1	Rue Verniquet	thoroughfare				attribute_version_transition	attribute	name		rue Verniquet
X	623	rue verniquet || Dénomination || Précédemment partie de la rue Latérale au chemin de fer de ceinture		14006_dénomination_2	Rue Verniquet	thoroughfare				attribute_version_transition	attribute	name	rue Latérale au chemin de fer de ceinture	rue Verniquet
	624	rue verniquet || Ouverture || Voie formée en même temps que le chemin de fer de Ceinture à la suite d'une décision du ministre des Travaux publics, en date du 28 avril 1866	1866-04-28	14006_ouverture	Rue Verniquet	thoroughfare				attribute_version_transition	attribute	geometry		
X	625	rue de villafranca || Classement || Arrêté du 5 août 1968	1968-08-05	14065_classement	Rue de Villafranca	thoroughfare				classement	landmark			
X	626	rue villaret de joyeuse || Classement || Décret du 4 février 1911	1911-02-04	14066_classement	Rue Villaret de Joyeuse	thoroughfare				classement	landmark			
X	627	rue villaret de joyeuse || Ouverture || Ouverte en 1901	1901	14066_ouverture	Rue Villaret de Joyeuse	thoroughfare				attribute_version_transition	attribute	geometry		
X	628	square villaret de joyeuse || Classement || Arrêté du 13 octobre 1967	1967-10-13	14067_classement	Square Villaret de Joyeuse	thoroughfare				classement	landmark			
X	629	boulevard de la villette || Classement || Décret du 23 mai 1863	1863-05-23	14076_classement_1	Boulevard de la Villette	thoroughfare				classement	landmark			
X	630	boulevard de la villette || Classement || Précédemment voie des anciennes communes de Belleville et de la Villette		14076_classement_2	Boulevard de la Villette	thoroughfare	Belleville;La Villette	municipality;municipality	within	classement	landmark			
X	631	boulevard de la villette || Dénomination || Arrêté du 10 mai 1851	1851-05-10	14076_dénomination_1	Boulevard de la Villette	thoroughfare				attribute_version_transition	attribute	name		boulevard de la Villette
A	632	boulevard de la villette || Dénomination || Arrêté du 30 décembre 1864, réunissant les boulevards de la Chopinette, du Combat et de la Butte Chaumont au boulevard de la Villette	1864-12-30	14076_dénomination_2	Boulevard de la Chopinette	thoroughfare				attribute_version_transition	attribute	name		boulevard de la Villette
A	632	boulevard de la villette || Dénomination || Arrêté du 30 décembre 1864, réunissant les boulevards de la Chopinette, du Combat et de la Butte Chaumont au boulevard de la Villette	1864-12-30	14076_dénomination_2	Boulevard du Combat	thoroughfare				attribute_version_transition	attribute	name		boulevard de la Villette
A	632	boulevard de la villette || Dénomination || Arrêté du 30 décembre 1864, réunissant les boulevards de la Chopinette, du Combat et de la Butte Chaumont au boulevard de la Villette	1864-12-30	14076_dénomination_2	Boulevard de la Butte Chaumont	thoroughfare				attribute_version_transition	attribute	name		boulevard de la Villette
A	632	boulevard de la villette || Dénomination || Arrêté du 30 décembre 1864, réunissant les boulevards de la Chopinette, du Combat et de la Butte Chaumont au boulevard de la Villette	1864-12-30	14076_dénomination_2	Boulevard de la Villette	thoroughfare				attribute_version_transition	attribute	name		boulevard de la Villette
	633	boulevard de la villette || Historique || Précédemment : 1° A l'extérieur de l'ancien mur d'octroi, boulevard de la Chopinette, entre les rues de Belleville et Rébéval		14076_historique_1	Boulevard de la Villette	thoroughfare								
	634	boulevard de la villette || Historique || avenue de Flandre)		14076_historique_10	Boulevard de la Villette	thoroughfare								
X	635	boulevard de la villette || Historique || En 1945, la partie qui s'étendait depuis l'avenue Secrétan et la rue La Fayette jusqu'à la rue du Faubourg Saint-Martin et le quai de la Seine, a pris le nom de place de Stalingrad puis, en 1993, de place de la Bataille de Stalingrad	1945	14076_historique_11	Place de la Bataille de Stalingrad	thoroughfare				attribute_version_transition	attribute	name	place de Stalingrad	place de la Bataille de Stalingrad
X	636	boulevard de la villette || Historique || La partie comprise à l'intersection avec les avenues Claude Vellefaux et Mathurin Moreau, les rues de la Grange aux Belles, Louis Blanc, de Meaux, et Albert Camus a été nommée place du Colonel Fabien		14076_historique_12	Place du Colonel Fabien	thoroughfare				attribute_version_transition	attribute	name		place du Colonel Fabien
	637	boulevard de la villette || Historique || boulevard du Combat, entre la rue Rébéval et la place du Colonel Fabien		14076_historique_2	Boulevard de la Villette	thoroughfare								
	638	boulevard de la villette || Historique || boulevard de la Butte Chaumont et de Strasbourg, entre la place du Colonel Fabien et l'avenue Secrétan		14076_historique_3	Boulevard de la Villette	thoroughfare								
	639	boulevard de la villette || Historique || boulevard de la Villette, pour le surplus		14076_historique_4	Boulevard de la Villette	thoroughfare								
	640	boulevard de la villette || Historique || 2° A l'intérieur de l'ancien mur d'octroi, chemin de ronde de la Chopinette, entre les rues du Faubourg du Temple et du Buisson Saint-Louis		14076_historique_5	Boulevard de la Villette	thoroughfare								
	641	boulevard de la villette || Historique || chemin de ronde du Combat, entre la rue du Buisson Saint-Louis et la place du Colonel Fabien		14076_historique_6	Boulevard de la Villette	thoroughfare								
	642	boulevard de la villette || Historique || chemin de ronde de la Butte Chaumont, anciennement de la Boyauterie, entre la place du Colonel Fabien et la rue La Fayette		14076_historique_7	Boulevard de la Villette	thoroughfare								
	643	boulevard de la villette || Historique || chemin de ronde de la Villette, pour le surplus		14076_historique_8	Boulevard de la Villette	thoroughfare								
	644	boulevard de la villette || Historique || Autrefois boulevard de Bruxelles entre les rues d'Aubervilliers et de Flandre (act		14076_historique_9	Boulevard de la Villette	thoroughfare								
A	645	boulevard de la villette || Ouverture || Ordonnance du Bureau des Finances du 16 janvier 1789	1789-01-16	14076_ouverture	Boulevard de la Villette	thoroughfare				attribute_version_transition	attribute	geometry		
X	646	avenue vincent d'indy || Dénomination || Arrêté du 17 août 1938	1938-08-17	14087_dénomination	Avenue Vincent d'Indy	thoroughfare				attribute_version_transition	attribute	name		avenue Vincent d'Indy
	647	avenue vincent d'indy || Historique || Ouverte par la Ville de Paris		14087_historique	Avenue Vincent d'Indy	thoroughfare								
X	648	avenue vincent d'indy || Numérotation || Arrêté du 16 novembre 1938	1938-11-16	14087_numérotation	Avenue Vincent d'Indy	thoroughfare				numerotation	landmark			
X	649	rue visconti || Dénomination || Décret du 24 août 1864	1864-08-24	14101_dénomination	Rue Visconti	thoroughfare				attribute_version_transition	attribute	name		rue Visconti
A	650	rue visconti || Historique || Précédemment rue des Marais Saint-Germain		14101_historique_1	Rue Visconti	thoroughfare				attribute_version_transition	attribute	name	rue des Marais Saint-Germain	rue Visconti
	651	rue visconti || Historique || Ouverte sur le petit Pré aux Clercs		14101_historique_2	Rue Visconti	thoroughfare								
X	652	rue visconti || Ouverture || Ouverte en 1540	1540	14101_ouverture	Rue Visconti	thoroughfare				attribute_version_transition	attribute	geometry		
X	653	square de vivarais || Dénomination || Voie dénommée en 1932	1932	14107_dénomination	Square de Vivarais	thoroughfare				attribute_version_transition	attribute	name		square de Vivarais
	654	square de vivarais || Historique || Ouvert sur l'emplacement du bastion 49		14107_historique	Square de Vivarais	thoroughfare								
X	655	square de vivarais || Ouverture || Ouvert en 1932	1932	14107_ouverture	Square de Vivarais	thoroughfare				attribute_version_transition	attribute	geometry		
A	656	quai voltaire || Dénomination || Arrêté du 4 mai 1791	1791-05-04	14118_dénomination	Quai Voltaire	thoroughfare				attribute_version_transition	attribute	name		quai Voltaire
	657	quai voltaire || Historique || On ne le distinguait pas d'abord du quai Malaquais		14118_historique_1	Quai Voltaire	thoroughfare								
ø	658	quai voltaire || Historique || En 1642, on l'appela quai des Théatins	1642	14118_historique_2	Quai Voltaire	thoroughfare								
X	659	quai voltaire || Ouverture || Construit en 1669	1669	14118_ouverture	Quai Voltaire	thoroughfare				attribute_version_transition	attribute	geometry		
X	660	rue watteau || Dénomination || Décret impérial du 27 février 1867	1867-02-27	14134_dénomination_1	Rue Watteau	thoroughfare				attribute_version_transition	attribute	name		rue Watteau
X	661	rue watteau || Dénomination || Précédemment rue du Petit Banquier		14134_dénomination_2	Rue Watteau	thoroughfare				attribute_version_transition	attribute	name	rue du Petit Banquier	rue Watteau
A	662	rue watteau || Dénomination || Arrêté municipal du 13 juin 2000	2000-06-13	14134_dénomination_3	Rue Watteau	thoroughfare				attribute_version_transition	attribute	name		rue Watteau
	663	rue watteau || Historique || Anciennement, la rue Watteau commençait rue du Banquier, et finissait boulevard de l'Hôpital		14134_historique_1	Rue Watteau	thoroughfare								
